Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
1230,3,if there are 24 legs/paws in the pool then did you account for daisy and rosy's legs?,"No, I didn't account for Daisy and Rose's legs. I assumed that the 24 legs/paws were from the dogs only. To account for Daisy and Rose's legs, we can add 4 to the total, so there would be 24 + 4 = 28 legs/paws in the pool. Then, we can divide 28 by 4 to get 7, meaning that Daisy and Rose have 3 dogs and 2 legs each. So, in total, they have 3 + 3 = 6 dogs and 4 + 4 = 8 legs.",true,0.2949,"0.3203, 0.2949, 0.2695",0.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1230,4,no since there are 24 legs/paws out of which 4 legs are daisy and rosy's therefore you do not add 4.,"Oh, I see. So, if we don't add 4, we can divide 24 by 4 to get 6, meaning that there are 6 dogs in the pool. Then, we can divide 6 by 2 to get 3, meaning that Daisy and Rose each have 3 dogs. So, in total, they have 3 + 3 = 6 dogs and no extra legs.",na,--,--,0.0000,None,
1230,5,"Daisy and Rose each have 2 legs so between them, they have 2*2 = 4 legs
There are 24 legs in the pool and 4 belong to Daisy and Rose so there are 24-4 = 20 paws in the pool.","Okay, so if there are 20 paws in the pool, we can divide 20 by 4 to get 5, meaning that there are 5 dogs in the pool. Then, we can divide 5 by 2 to get 2.5, meaning that Daisy and Rose each have 2.5 dogs. Since we can't have a fraction of a dog, we know that Daisy and Rose each have 2 dogs. So, in total, they have 2 + 2 = 4 dogs and 4 legs.",na,--,--,0.0000,None,
1230,6,you do not need to divide the 5 dogs equally between daisy and rosy. both of them have a combined number 5 dogs . thats our required answer.,"Oh, I see. So, if Daisy and Rose each have a combined number of 5 dogs, then the total number of dogs in the pool is 5. And since they each have 2 legs, the total number of legs/paws in the pool is 5 + 4 = 9.",na,--,--,0.0000,None,
1230,7,"Daisy and Rose each have 2 legs so between them, they have 2*2 = 4 legs
There are 24 legs in the pool and 4 belong to Daisy and Rose so there are 24-4 = 20 legs in the pool
Dogs have 4 legs and there are 20 legs in the pool so there are 20/4 = 5 dogs in the pool","Yes, that's correct. So, Daisy and Rose have a combined total of 5 dogs and 4 legs, meaning that the total number of legs/paws in the pool is 5 + 4 = 9.",na,--,--,0.0000,None,
,,,,,,,,,
1656,1,"Hi Alejandra, can you walk me through your solution?","Sure. I started by figuring out how much the two other harbors had combined. I multiplied 80 by 2, which gave me 160. Then I realized that Hooper Bay had twice as much as the two other harbors combined, so I multiplied 160 by 2 and got 320. Finally, I added all three of the harbors together to get a total of 640 pounds of lobster.",na,--,--,1.0000,None,
1656,2,"Ok, so think about how you work out the total of pounds of lobster","I added the total of the two other harbors, which was 160, to Hooper Bay's total, which was 320. That gave me a total of 480. Then I added that to the total of the two other harbors, which was 160, to get a total of 640 pounds of lobster.",False,--,--,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,3,How many times are you adding the other two harbours to Hooper Bay's harbour?,"I am adding the two other harbors to Hooper Bay's harbor once. The first time I added the two other harbors together to get 160, and then I added that to Hooper Bay's total of 320 to get a total of 480. Then I added that total to the two other harbors again to get a total of 640 pounds of lobster.",False,0.4375,0.4375,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,4,How much does each harbour have?,"The two other harbors have 80 pounds of lobster each, and Hooper Bay has 320 pounds of lobster. Altogether, the three harbors are holding 640 pounds of lobster.",False,0.3633,"0.3770, 0.3496",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,5,Add together Hooper Bay's total and the total of each of the other two harbours,"To add together Hooper Bay's total and the total of each of the other two harbors, I would add 320 (Hooper Bay's total) to 160 (the total of the two other harbors) to get a total of 480. Then I would add that total to the two other harbors again to get a total of 640 pounds of lobster.",False,0.4082,0.4082,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,6,Why would you add the other two harbour's total again?,"I would add the two other harbors' total again because Hooper Bay has twice as much as the two other harbors combined. So, I need to add the two other harbors' total twice to get the total for all three harbors.",False,0.1641,0.1641,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,7,"Remember, Hooper Bay has twice as much...","Right, Hooper Bay has twice as much as the two other harbors combined, so I need to add the two other harbors' total twice to get the total for all three harbors.",False,0.2021,"0.2021, 0.2021",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,8,You only need to combine the other two harbour's totals. The twice as much refers to Hooper's Bay only.,"Oh, I see! So I only need to add the two other harbors' total once, and then add that to Hooper Bay's total of 320 to get a total of 640 pounds of lobster.",False,0.3496,"0.3496, 0.3496",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,9,320+160=,320 + 160 = 480.,true,0.7305,0.7305,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,10,Can you explain how this might answer the question?,"This answers the question because it shows that the three harbors combined are holding 640 pounds of lobster. Adding the two other harbors' total of 160 to Hooper Bay's total of 320 gives us a total of 480. Then, adding that total to the two other harbors' total again gives us a total of 640 pounds of lobster.",False,0.1484,0.1484,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,11,"Since the other two harbors have 80 pounds of lobsters each, they have a total of 80+80= 160 pounds of lobster.
Since Hooper Bay has two times more lobsters than the other two harbors combined, it has 2*160 = 320 pounds of lobster.
In total, the three harbors have 320+160 = 480 pounds of lobster.
480","Yes, that's correct. So the three harbors have a total of 480 pounds of lobster, and Hooper Bay has twice as much as the two other harbors combined, so it has 320 pounds of lobster. Altogether, the three harbors are holding 640 pounds of lobster.",False,0.1436,"0.1484, 0.1484, 0.1328",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,12,Hooper Bay has twice as much as the other harbours combined.,"Yes, that's correct. Hooper Bay has twice as much as the two other harbors combined, which means it has 320 pounds of lobster. Altogether, the three harbors are holding 640 pounds of lobster.",False,0.1738,"0.1826, 0.1641",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,13,"80+80=160
Hooper's Bay has 160x2 = 360 
Total number of pounds of lobster = 360+160=480","No, that's not correct. The two other harbors have a combined total of 80 x 2 = 160 pounds of lobster. Hooper Bay has twice as much as the two other harbors combined, which means it has 160 x 2 = 320 pounds of lobster. Altogether, the three harbors are holding 160 + 160 + 320 = 640 pounds of lobster.",False,0.1641,"0.1641, 0.1641, 0.1641",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1656,14,Remember the two harbours combined are just adding each of what they have. No need to multiply.,"Right, the two other harbors have a combined total of 80 + 80 = 160 pounds of lobster. Hooper Bay has twice as much as the two other harbors combined, which means it has 160 x 2 = 320 pounds of lobster. Altogether, the three harbors are holding 160 + 160 + 320 = 640 pounds of lobster.",False,0.1133,"0.1191, 0.1069",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,15,You are right for the first part. You don't need to multiply the 160x2 because the problem tells you you just need to combine the total to Hooper's bay. Not multiply,"Yes, that's correct. The two other harbors have a combined total of 80 + 80 = 160 pounds of lobster. Hooper Bay has twice as much as the two other harbors combined, so it has 320 pounds of lobster. Altogether, the three harbors are holding 160 + 160 + 320 = 640 pounds of lobster.",False,0.1191,"0.1191, 0.1191",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,16,Hooper's Bay only has twice as much. Not the other harbours.,"Right, Hooper Bay has twice as much as the two other harbors combined, which means it has 320 pounds of lobster. The two other harbors have a combined total of 80 + 80 = 160 pounds of lobster. Altogether, the three harbors are holding 160 + 160 + 320 = 640 pounds of lobster.",False,0.1133,"0.1191, 0.1069",1.0000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
1656,17,"Please read the question again, carefully. Please re read the question carefully. reread the question carefully","Okay, the question states that Hooper Bay has twice as many pounds of lobster than the two other harbors combined. If the other two harbors have 80 pounds of lobster each, then Hooper Bay has 320 pounds of lobster and the three harbors are holding a total of 640 pounds of lobster.",False,0.1069,0.1069,1.0000,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
1213,1,"Hello Michael, please can you talk me through your solution?","Sure. I started by calculating how long it would take each person to run 200 meters. Rhonda runs 200 meters in 24 seconds, so she runs 600 meters in 3 x 24 = 72 seconds. Sally runs 200 meters in 24 + 2 = 26 seconds, so she runs 600 meters in 3 x 26 = 78 seconds. Diane runs 200 meters in 24 - 3 = 21 seconds, so she runs 600 meters in 3 x 21 = 63 seconds.

Then, I added up the time it took each person to run 600 meters. Rhonda takes 72 seconds, Sally takes 78 seconds, and Diane takes 63 seconds. So, the three of them take 72 + 78 + 63 = 213 seconds to run the 600-meter relay race.",na,--,--,0.6667,None,
1213,2,Is Rhonda running the whole race?,"No, Rhonda is only running the first 200 meters of the race. Sally runs the second 200 meters of the race and Diane runs the final 200 meters of the race. So, when I calculated the time it took each person to run 600 meters, I was calculating how long it would take each of them to run their individual 200-meter sections.",true,--,--,0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,3,"So if each person runs 200 m, why do we need to work out their time for 600 m?","We need to calculate the time it takes each person to run 600 meters because that is the total distance of the relay race. We can't just add up the time it takes each person to run 200 meters because they aren't running the race individually. They are running it as a relay, so we need to calculate the total time it takes them to run the 600 meters together.",False,0.2578,"0.2695, 0.2451",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,4,Have you ever watched a 4 x 100 metre relay race?,"Yes, I have watched a 4 x 100 metre relay race. In a 4 x 100 metre relay race, each person runs 100 metres and then passes the baton to the next runner. The total distance of the race is 400 metres, so we need to calculate the total time it takes the four runners to run the 400 metres together.",true,0.3926,"0.4082, 0.3770",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,5,Exactly 'altogether' is the key word. Let's link that idea back to the race in the question. The total distance of the race is... metres. Each person will run... metres.,The total distance of the race in the question is 600 metres. Each person will run 200 metres.,true,0.7891,"0.7969, 0.7773",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,6,So I need to work out each person's... metre time?,"Yes, you need to work out each person's 200 metre time in order to calculate the total time it takes them to run the 600 metre relay race.",true,0.4688,"0.5000, 0.4375",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,7,"Fantastic, so can you tell me: Rhonda's 200m time = ; Sally's 200m time = ; Diane's 200m time = ...","Rhonda's 200m time is 24 seconds, Sally's 200m time is 26 seconds, and Diane's 200m time is 21 seconds.",true,0.7539,"0.7539, 0.7539",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,8,That's correct. So altogether it takes the girls... seconds to run the race.,Altogether it takes the girls 213 seconds to run the race.,False,0.5469,"0.5938, 0.5000",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,9,How do you get 213 from 24 + 26 + 21?,"I got 213 by adding up the time it takes each person to run 600 metres. Rhonda takes 72 seconds, Sally takes 78 seconds, and Diane takes 63 seconds. So, the three of them take 72 + 78 + 63 = 213 seconds to run the 600-meter relay race.",False,0.1641,"0.1641, 0.1641",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,10,But 600 + 600 + 600 = 1800. So you have given me the time for an 1800m race not a 600 m race. Think back to what we said about the 4 x 100m relay - the total is 400m not each person running 400 m.,"Oh, I see. I was calculating the time it would take each person to run 600 metres, but the total distance of the race is only 600 metres, so I need to calculate the time it takes each person to run 200 metres. Rhonda runs 200 metres in 24 seconds, Sally runs 200 metres in 26 seconds, and Diane runs 200 metres in 21 seconds. So, the three of them take 72 + 78 + 63 = 213 seconds to run the 600-meter relay race.",False,0.1641,"0.1641, 0.1641",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1213,11,You have told me you have understood but still given me the sam answer. Rhonda runs the first 200m in 24 seconds; Sally runs the second 200m in 26 seconds and Diane runs the third 200m in 21 seconds. Altogether the 600 m race took 71 seconds.,"Oh, I see. I was adding up the time it would take each person to run 600 metres, but I should have been adding up the time it would take each person to run 200 metres. Rhonda runs 200 metres in 24 seconds, Sally runs 200 metres in 26 seconds, and Diane runs 200 metres in 21 seconds. So, the three of them take 72 + 78 + 63 = 213 seconds to run the 600-meter relay race.",False,0.1562,"0.1641, 0.1484",0.6667,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
1514,1,"Hi Mariana,  Can you tell me how you got to your answer?","Sure! I initially knew that there were two pennies in each of the twelve compartments, so I multiplied 2 by 12 to get 24. Then, I added 6 more pennies to each compartment, which made the total number of pennies in each compartment 8. I then multiplied 8 by 12 to get 96. Finally, I added the 24 pennies from the original compartments to the 96 pennies from the added compartments, which gave me a total of 120 pennies.",na,--,--,0.8333,None,
1514,2,"Okay, so you started out by figuring out how many pennies Roshesmina has total, so she has 2 pennies each in 12 compartments, so 24 pennies.","Yes, that's correct. Then I added 6 more pennies to each compartment, making the total number of pennies in each compartment 8.",true,--,--,0.8333,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",
1514,3,"So if there are now 8 pennies in each compartment, and there are 12 compartments...","Yes, that means there are 8 x 12 = 96 pennies in all the compartments. Then I added the 24 pennies from the original compartments to get a total of 120 pennies.",False,0.8945,"0.8945, 0.8945",0.8333,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",
1514,4,But didn't we already start out by factoring in the 2 pennies in each compartment?,"Yes, that's right. I initially multiplied 2 by 12 to get 24 pennies, and then I added 6 more pennies to each compartment, making the total number of pennies in each compartment 8. So 8 x 12 = 96, plus the 24 pennies from the original compartments gives us a total of 120 pennies.",False,0.2695,"0.2695, 0.2695",0.8333,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1514,5,"so we have 96 pennies, that's already including the 24 pennies we had originally","Yes, that's correct. The 96 pennies is the total number of pennies in all the compartments after adding 6 more pennies to each compartment. The 24 pennies is the total number of pennies in all the compartments before adding 6 more pennies to each compartment. So when you add the two numbers together, you get 120 pennies.",False,0.1738,"0.1826, 0.1641",0.8333,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1514,6,"Okay, so we already included the 24 pennies when we first started the problem. Do we need to add them again at the end?","No, we don't need to add them again at the end. We already included the 24 pennies when we calculated the total number of pennies in all the compartments after adding 6 more pennies to each compartment (96 pennies). So when we add 96 pennies to the 24 pennies from the original compartments, we get a total of 120 pennies.",False,0.2578,"0.2451, 0.2695",0.8333,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1514,7,"The answer is 96 pennies.  You had 2 pennies 12 compartments to start, then you added to 6 to each compartment. 6+2 =8. So if we now have 8 pennies in each compartment, we multiply 8x 12, right?","Yes, that's correct. We have 8 pennies in each compartment, so we multiply 8 x 12 to get 96 pennies. Then, we add the 24 pennies from the original compartments to get a total of 120 pennies.",False,0.2021,"0.2021, 0.2021",0.8333,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1514,8,"No, we don't add the 24 pennies again, we already counted them in the beginning of the problem","Yes, that's right. We already included the 24 pennies when we calculated the total number of pennies in all the compartments after adding 6 more pennies to each compartment (96 pennies). So when we add 96 pennies to the 24 pennies from the original compartments, we get a total of 120 pennies.",False,0.1641,"0.1641, 0.1641",0.8333,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1514,9,"No. We have 96 pennies, we don't need to add 24 more pennies, we already included them.","Yes, that's correct. We have 96 pennies, which is the total number of pennies in all the compartments after adding 6 more pennies to each compartment. We don't need to add the 24 pennies from the original compartments again, since we already included them in the calculation. So the total number of pennies is 96 pennies.",na,--,--,0.8333,"1) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
637,1,Hi brenda please walk me through your solution,"Sure. I started by calculating how much weight John can front squat, which is 80% of 200 kg. So that's 0.8 x 200 = 160 kg. Then I added the 50 kg increase to his back squat, so that's 200 + 50 = 250 kg. To find out how much weight he can use for a triple front squat, I multiplied 90% of his front squat by 3, which is 0.9 x 160 x 3 = 432 kg. So, the total weight he will move for three triples is 432 kg.",na,--,--,0.7143,None,
637,2,"If he increased his back squat to 50kg, how much can he back squat now?","After increasing his back squat by 50 kg, he can now back squat 250 kg.",true,--,--,0.7143,"1) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
2) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
